"","ensembl_gene_id","entrezgene_id","gene_biotype","transcript_biotype"
"38260","ENSG00000213451",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"38261","ENSG00000205331",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"38262","ENSG00000188324",283365,"protein_coding","protein_coding"
"38263","ENSG00000230307",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"38264","ENSG00000139223",23519,"protein_coding","protein_coding"
"38265","ENSG00000177627",121273,"protein_coding","protein_coding"
"38266","ENSG00000258121",NA,"lncRNA","lncRNA"
"38267","ENSG00000240443",NA,"transcribed_processed_pseudogene","transcribed_processed_pseudogene"
"38268","ENSG00000197376",NA,"transcribed_processed_pseudogene","processed_transcript"
"38269","ENSG00000167531",3906,"protein_coding","protein_coding"
"38270","ENSG00000257870",NA,"lncRNA","lncRNA"
"38271","ENSG00000123307",58158,"protein_coding","protein_coding"
"38272","ENSG00000196534",NA,"transcribed_unitary_pseudogene","processed_transcript"
"38273","ENSG00000257350",NA,"processed_pseudogene","processed_pseudogene"
"38274","ENSG00000170605",441639,"protein_coding","protein_coding"
"38275","ENSG00000224622",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"38276","ENSG00000271370",NA,"processed_pseudogene","processed_pseudogene"
"38277","ENSG00000111266",80824,"protein_coding","protein_coding"
"38278","ENSG00000255670",NA,"lncRNA","lncRNA"
"38279","ENSG00000241352",NA,"processed_pseudogene","processed_pseudogene"
"38280","ENSG00000234498",387841,"processed_pseudogene","processed_pseudogene"
"38281","ENSG00000013588",9052,"protein_coding","retained_intron"
"38282","ENSG00000283759",693199,"miRNA","miRNA"
"38283","ENSG00000256011",NA,"lncRNA","lncRNA"
"38284","ENSG00000221611",124903100,"snoRNA","snoRNA"
"38285","ENSG00000013583",50865,"protein_coding","protein_coding"
"38286","ENSG00000183935",93164,"transcribed_processed_pseudogene","TEC"
"38287","ENSG00000258204",NA,"processed_pseudogene","processed_pseudogene"
"38288","ENSG00000257458",NA,"lncRNA","lncRNA"
"38289","ENSG00000202324",NA,"rRNA_pseudogene","rRNA_pseudogene"
"38290","ENSG00000258039",101928937,"lncRNA","lncRNA"
"38291","ENSG00000180219",196472,"protein_coding","protein_coding"
"38292","ENSG00000181929",5571,"protein_coding","protein_coding"
"38293","ENSG00000111276",1027,"protein_coding","protein_coding_CDS_not_defined"
"38294","ENSG00000089248",10961,"protein_coding","protein_coding"
"38295","ENSG00000274227",NA,"lncRNA","lncRNA"
"38296","ENSG00000111300",80018,"protein_coding","protein_coding"
"38297","ENSG00000266370",100500889,"miRNA","miRNA"
"38298","ENSG00000258323",NA,"lncRNA","lncRNA"
"38299","ENSG00000200688",NA,"misc_RNA","misc_RNA"
"38300","ENSG00000135148",10906,"protein_coding","retained_intron"
"38301","ENSG00000200135",NA,"misc_RNA","misc_RNA"
"38302","ENSG00000283793",102465519,"miRNA","miRNA"
"38303","ENSG00000257494",NA,"lncRNA","lncRNA"
"38304","ENSG00000201428",NA,"misc_RNA","misc_RNA"
"38305","ENSG00000213152",NA,"processed_pseudogene","processed_pseudogene"
"38306","ENSG00000257658",NA,"processed_pseudogene","processed_pseudogene"
"38307","ENSG00000173064",283450,"protein_coding","protein_coding"
"38308","ENSG00000111731",9847,"protein_coding","protein_coding"
"38309","ENSG00000175197",1649,"protein_coding","protein_coding"
"38310","ENSG00000196510",51434,"protein_coding","protein_coding"
"38311","ENSG00000181234",92293,"protein_coding","protein_coding"
"38312","ENSG00000205328",403282,"protein_coding","protein_coding"
"38313","ENSG00000123395",60673,"protein_coding","protein_coding_CDS_not_defined"
"38314","ENSG00000172640",121275,"protein_coding","protein_coding"
"38315","ENSG00000198673",338811,"protein_coding","protein_coding"
"38316","ENSG00000198324",144717,"protein_coding","protein_coding"
"38317","ENSG00000084453",6579,"protein_coding","protein_coding"
"38318","ENSG00000187510",440107,"protein_coding","protein_coding"
"38319","ENSG00000090975",57605,"protein_coding","protein_coding"
"38320","ENSG00000111432",11211,"protein_coding","protein_coding"
"38321","ENSG00000166153",120863,"protein_coding","nonsense_mediated_decay"
"38322","ENSG00000136052",84102,"protein_coding","protein_coding"
"38323","ENSG00000257579",NA,"lncRNA","lncRNA"
"38324","ENSG00000222160",NA,"misc_RNA","misc_RNA"
"38325","ENSG00000136045",11137,"protein_coding","protein_coding"
"38326","ENSG00000240441",NA,"processed_pseudogene","processed_pseudogene"
"38327","ENSG00000110851",11108,"protein_coding","protein_coding"
"38328","ENSG00000258136",101929162,"lncRNA","lncRNA"
"38329","ENSG00000257398",NA,"lncRNA","lncRNA"
"38330","ENSG00000257951",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"38331","ENSG00000257392",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"38332","ENSG00000257426",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"38333","ENSG00000258072",NA,"processed_pseudogene","processed_pseudogene"
"38334","ENSG00000257129",NA,"transcribed_processed_pseudogene","processed_transcript"
"38335","ENSG00000187855",121549,"protein_coding","protein_coding"
"38336","ENSG00000139364",114795,"protein_coding","protein_coding"
"38337","ENSG00000280125",NA,"TEC","TEC"
"38338","ENSG00000286209",NA,"lncRNA","lncRNA"
"38339","ENSG00000280415",NA,"TEC","TEC"
"38340","ENSG00000271184",NA,"processed_pseudogene","processed_pseudogene"
"38341","ENSG00000257379",NA,"lncRNA","lncRNA"
"38342","ENSG00000197111",5094,"protein_coding","protein_coding"
"38343","ENSG00000282977",102157401,"lncRNA","lncRNA"
"38344","ENSG00000273658",NA,"misc_RNA","misc_RNA"
"38345","ENSG00000139625",7786,"protein_coding","protein_coding"
"38346","ENSG00000139546",6895,"protein_coding","nonsense_mediated_decay"
"38347","ENSG00000267281",114108587,"protein_coding","protein_coding"
"38348","ENSG00000170653",11016,"protein_coding","protein_coding"
"38349","ENSG00000257550",100652999,"lncRNA","lncRNA"
"38350","ENSG00000285692",NA,"lncRNA","lncRNA"
"38351","ENSG00000275488",NA,"processed_pseudogene","processed_pseudogene"
"38352","ENSG00000135390",517,"protein_coding","protein_coding_CDS_not_defined"
"38353","ENSG00000213470",NA,"processed_pseudogene","processed_pseudogene"
"38354","ENSG00000258206",NA,"processed_pseudogene","processed_pseudogene"
"38355","ENSG00000198774",9182,"protein_coding","protein_coding"
"38356","ENSG00000133636",4922,"protein_coding","protein_coding"
"38357","ENSG00000258178",NA,"lncRNA","lncRNA"
"38358","ENSG00000257897",NA,"processed_pseudogene","processed_pseudogene"
"38359","ENSG00000258185",NA,"lncRNA","lncRNA"
"38360","ENSG00000280049",NA,"TEC","TEC"
"38361","ENSG00000182050",25834,"protein_coding","protein_coding"
"38362","ENSG00000139132",121512,"protein_coding","protein_coding"
"38363","ENSG00000278969",NA,"TEC","TEC"
"38364","ENSG00000255921",NA,"lncRNA","lncRNA"
"38365","ENSG00000213736",NA,"processed_pseudogene","processed_pseudogene"
"38366","ENSG00000118308",4033,"protein_coding","protein_coding"
"38367","ENSG00000139574",8620,"protein_coding","protein_coding"
"38368","ENSG00000242461",NA,"processed_pseudogene","processed_pseudogene"
"38369","ENSG00000186710",387885,"protein_coding","protein_coding"
"38370","ENSG00000199899",NA,"misc_RNA","misc_RNA"
"38371","ENSG00000123064",79039,"protein_coding","protein_coding"
"38372","ENSG00000276908",102466222,"miRNA","miRNA"
"38373","ENSG00000201208",NA,"misc_RNA","misc_RNA"
"38374","ENSG00000139405",84934,"protein_coding","protein_coding"
"38375","ENSG00000257286",NA,"lncRNA","lncRNA"
"38376","ENSG00000166578",115811,"protein_coding","protein_coding"
"38377","ENSG00000277566",NA,"lncRNA","lncRNA"
"38378","ENSG00000135144",1840,"protein_coding","protein_coding"
"38379","ENSG00000135457",7024,"protein_coding","protein_coding"
"38380","ENSG00000257246",NA,"transcribed_processed_pseudogene","processed_transcript"
"38381","ENSG00000247934",NA,"lncRNA","lncRNA"
"38382","ENSG00000255951",NA,"processed_pseudogene","processed_pseudogene"
"38383","ENSG00000278733",NA,"lncRNA","lncRNA"
"38384","ENSG00000273989",NA,"lncRNA","lncRNA"
"38385","ENSG00000252237",NA,"snRNA","snRNA"
"38386","ENSG00000202187",NA,"rRNA_pseudogene","rRNA_pseudogene"
"38387","ENSG00000244712",NA,"processed_pseudogene","processed_pseudogene"
"38388","ENSG00000256513",NA,"lncRNA","lncRNA"
"38389","ENSG00000123106",55297,"protein_coding","protein_coding"
"38390","ENSG00000205329",254786,"protein_coding","protein_coding"
"38391","ENSG00000257404",NA,"processed_pseudogene","processed_pseudogene"
"38392","ENSG00000186442",3850,"protein_coding","protein_coding"
"38393","ENSG00000170477",3851,"protein_coding","protein_coding"
"38394","ENSG00000185640",338785,"protein_coding","protein_coding"
"38395","ENSG00000257389",NA,"processed_pseudogene","processed_pseudogene"
"38396","ENSG00000170423",196374,"protein_coding","protein_coding"
"38397","ENSG00000241146",NA,"processed_pseudogene","processed_pseudogene"
